Conversation,Label
Your credit card has been blocked due to suspicious activity. Provide details to unblock.,Fraud
We are calling from a reputed company for a product trial. Pay shipping charges to receive it.,Fraud
Your social security number has been compromised. Pay for identity protection services.,Fraud
We are offering a scholarship for higher education. Pay an application fee to apply.,Fraud
Your electricity meter reading is incorrect. Pay an adjustment fee to rectify it.,Fraud
We are calling from a lottery company. Pay taxes to claim your jackpot prize.,Fraud
Your internet service will be disconnected. Pay a fee to avoid disruption.,Fraud
We are offering a free subscription trial. Confirm your details to activate it.,Fraud
Your SIM card will be blocked. Pay to re-verify your details to avoid disconnection.,Fraud
We are calling from a tech company regarding a software upgrade. Confirm your details.,Fraud
Your email account storage limit has been exceeded. Pay for additional storage space.,Fraud
We are offering a business loan with flexible terms. Confirm your details to apply.,Fraud
Your Aadhar card needs updating. Pay a fee to update your information.,Fraud
We are calling from the health department. Pay for a vaccination appointment.,Fraud
Your ATM card has been deactivated. Provide details to reactivate it.,Fraud
We are offering a credit limit increase on your credit card. Confirm your details to avail.,Fraud
Your online purchase order is pending verification. Confirm your details to process it.,Fraud
We are calling from a courier company regarding a package delivery. Pay customs charges.,Fraud
Your pension account has been suspended. Pay a fee to reactivate it.,Fraud
We are offering a tax refund. Pay a processing fee to receive it.,Fraud
Your vehicle registration needs renewal. Pay a fee to update your documents.,Fraud
We are calling from a government scheme for financial assistance. Confirm your details.,Fraud
Your bank account has been blacklisted. Pay to clear your name from the blacklist.,Fraud
We are offering a discount on your next grocery purchase. Confirm your details to avail.,Fraud
Your job application has been shortlisted. Pay a fee for interview preparation.,Fraud
We are calling from the passport office. Pay a fee to expedite your application.,Fraud
Your credit score needs improvement. Pay for credit repair services.,Fraud
We are offering a time-share opportunity. Pay a booking fee to secure your slot.,Fraud
Your email account has been hacked. Pay for security services to recover it.,Fraud
We are calling from a credit bureau regarding a loan application fee.,Fraud
Your PAN card has expired. Pay a fee to renew it immediately.,Fraud
We are offering a discount on your mobile bill payment. Confirm your details to avail.,Fraud
Your bank account has been frozen due to suspicious activity. Provide details to unlock.,Fraud
We are calling from a job portal. Pay for premium job listings.,Fraud
Your online banking password has expired. Provide details to reset it.,Fraud
We are offering a free home appliance trial. Confirm your details to receive it.,Fraud
Your tax return is under scrutiny. Pay a fee for reassessment.,Fraud
We are calling from a charity organization. Donate to support a cause.,Fraud
Your online trading account has been compromised. Provide details for recovery.,Fraud
We are offering a vacation package at a discounted rate. Confirm your details to book.,Fraud
Your social media account has been reported for misuse. Pay for account reactivation.,Fraud
We are calling from a university for course enrollment. Pay an application fee to register.,Fraud
Your bank has detected unauthorized transactions. Verify your account details.,Fraud
We are offering a personal loan with minimal documentation. Confirm your details to apply.,Fraud
Your vehicle insurance policy is expiring. Pay a renewal fee to continue coverage.,Fraud
We are calling from a tech support team for a security upgrade. Confirm your details.,Fraud
Your Aadhar card needs biometric verification. Pay a fee to complete the process.,Fraud
We are offering a discount on your next flight booking. Confirm your details to avail.,Fraud
Your mobile number has won a cash prize. Pay a fee to claim your winnings.,Fraud
We are calling from a job consultancy for overseas opportunities. Pay for processing.,Fraud
Your credit card has been used for fraudulent transactions. Provide details to block.,Fraud
We are offering a free trial of a streaming service. Confirm your details to activate it.,Fraud
Your bank account is eligible for a loyalty reward. Confirm your details to claim it.,Fraud
We are calling from a tax consultancy for overdue payments. Pay to avoid penalties.,Fraud
Your internet connection will be terminated due to unpaid bills. Pay immediately.,Fraud
We are offering a discount on your utility bill payment. Confirm your details to avail.,Fraud
Your personal data has been compromised in a data breach. Pay for protection services.,Fraud
We are calling from a reputable company for a product demo. Pay shipping charges.,Fraud
Your insurance claim is pending approval. Pay a processing fee to expedite it.,Fraud
We are offering a scholarship for academic excellence. Pay an application fee to apply.,Fraud
Your electricity bill payment is overdue. Pay immediately to avoid disconnection.,Fraud
We are calling from a government agency regarding a grant approval. Confirm your details.,Fraud
Your SIM card will be blocked due to non-verification. Pay a fee to continue service.,Fraud
We are offering a business partnership opportunity. Pay a registration fee to get started.,Fraud
Your credit card has been selected for a reward. Pay a handling fee to claim it.,Fraud
We are calling from a courier company regarding a parcel delivery. Pay customs charges.,Fraud
Your mobile number has been randomly selected for a prize. Confirm your details to claim.,Fraud
We are offering a loan restructuring plan. Confirm your details to reduce EMIs.,Fraud
Your PAN card details need updating. Pay a fee to rectify them.,Fraud
We are calling from a reputed university for admissions. Pay an application fee to proceed.,Fraud
Your bank account has been credited with excess funds. Return them to avoid legal action.,Fraud
We are offering a time-sensitive discount on your credit card bill. Confirm your details.,Fraud
Your mobile number is eligible for an upgrade. Confirm your details to receive it.,Fraud
We are calling from a government scheme for senior citizens. Confirm your details to enroll.,Fraud
Your email account has been hacked. Pay for security services to recover it.,Fraud
We are offering a discounted rate on your health insurance premium. Confirm your details.,Fraud
Your bank account will be closed due to non-compliance. Verify your details to avoid closure.,Fraud
We are calling from a well-known charity. Donate to support a cause.,Fraud
Your online trading account has been compromised. Provide details for recovery.,Fraud
We are offering a vacation package at a discounted rate. Confirm your details to book.,Fraud
Your social media account has been reported for misuse. Pay for account reactivation.,Fraud
We are calling from a university for course enrollment. Pay an application fee to register.,Fraud
Your bank has detected unauthorized transactions. Verify your account details.,Fraud
We are offering a personal loan with minimal documentation. Confirm your details to apply.,Fraud
Your vehicle insurance policy is expiring. Pay a renewal fee to continue coverage.,Fraud
We are calling from a tech support team for a security upgrade. Confirm your details.,Fraud
Your Aadhar card needs biometric verification. Pay a fee to complete the process.,Fraud
We are offering a discount on your next flight booking. Confirm your details to avail.,Fraud
Your mobile number has won a cash prize. Pay a fee to claim your winnings.,Fraud
We are calling from a job consultancy for overseas opportunities. Pay for processing.,Fraud
Your credit card has been used for fraudulent transactions. Provide details to block.,Fraud
We are offering a free trial of a streaming service. Confirm your details to activate it.,Fraud
Your bank account is eligible for a loyalty reward. Confirm your details to claim it.,Fraud
We are calling from a tax consultancy for overdue payments. Pay to avoid penalties.,Fraud
Your internet connection will be terminated due to unpaid bills. Pay immediately.,Fraud
We are offering a discount on your utility bill payment. Confirm your details to avail.,Fraud
Your personal data has been compromised in a data breach. Pay for protection services.,Fraud
We are calling from a reputable company for a product demo. Pay shipping charges.,Fraud
Your insurance claim is pending approval. Pay a processing fee to expedite it.,Fraud
We are offering a scholarship for academic excellence. Pay an application fee to apply.,Fraud
Your electricity bill payment is overdue. Pay immediately to avoid disconnection.,Fraud
We are calling from a government agency regarding a grant approval. Confirm your details.,Fraud
Your SIM card will be blocked due to non-verification. Pay a fee to continue service.,Fraud
We are offering a business partnership opportunity. Pay a registration fee to get started.,Fraud
Your credit card has been selected for a reward. Pay a handling fee to claim it.,Fraud
We are calling from a courier company regarding a parcel delivery. Pay customs charges.,Fraud
Your mobile number has been randomly selected for a prize. Confirm your details to claim.,Fraud
We are offering a loan restructuring plan. Confirm your details to reduce EMIs.,Fraud
Your PAN card details need updating. Pay a fee to rectify them.,Fraud
We are calling from a reputed university for admissions. Pay an application fee to proceed.,Fraud
Your bank account has been credited with excess funds. Return them to avoid legal action.,Fraud
We are offering a time-sensitive discount on your credit card bill. Confirm your details.,Fraud
Your mobile number is eligible for an upgrade. Confirm your details to receive it.,Fraud
We are calling from a government scheme for senior citizens. Confirm your details to enroll.,Fraud
Your email account has been hacked. Pay for security services to recover it.,Fraud
We are offering a discounted rate on your health insurance premium. Confirm your details.,Fraud
Your bank account will be closed due to non-compliance. Verify your details to avoid closure.,Fraud
We are calling from a well-known charity. Donate to support a cause.,Fraud
Your online trading account has been compromised. Provide details for recovery.,Fraud
We are offering a vacation package at a discounted rate. Confirm your details to book.,Fraud
Your social media account has been reported for misuse. Pay for account reactivation.,Fraud
We are calling from a university for course enrollment. Pay an application fee to register.,Fraud
Your bank has detected unauthorized transactions. Verify your account details.,Fraud
We are offering a personal loan with minimal documentation. Confirm your details to apply.,Fraud
Your vehicle insurance policy is expiring. Pay a renewal fee to continue coverage.,Fraud
We are calling from a tech support team for a security upgrade. Confirm your details.,Fraud
Your Aadhar card needs biometric verification. Pay a fee to complete the process.,Fraud
We are offering a discount on your next flight booking. Confirm your details to avail.,Fraud
Your mobile number has won a cash prize. Pay a fee to claim your winnings.,Fraud
We are calling from a job consultancy for overseas opportunities. Pay for processing.,Fraud
Your credit card has been used for fraudulent transactions. Provide details to block.,Fraud
We are offering a free trial of a streaming service. Confirm your details to activate it.,Fraud
Your bank account is eligible for a loyalty reward. Confirm your details to claim it.,Fraud
We are calling from a tax consultancy for overdue payments. Pay to avoid penalties.,Fraud
Your internet connection will be terminated due to unpaid bills. Pay immediately.,Fraud
We are offering a discount on your utility bill payment. Confirm your details to avail.,Fraud
Your personal data has been compromised in a data breach. Pay for protection services.,Fraud
We are calling from a reputable company for a product demo. Pay shipping charges.,Fraud
Your insurance claim is pending approval. Pay a processing fee to expedite it.,Fraud
We are offering a scholarship for academic excellence. Pay an application fee to apply.,Fraud
Your electricity bill payment is overdue. Pay immediately to avoid disconnection.,Fraud
We are calling from a government agency regarding a grant approval. Confirm your details.,Fraud
Your SIM card will be blocked due to non-verification. Pay a fee to continue service.,Fraud
We are offering a business partnership opportunity. Pay a registration fee to get started.,Fraud
Your credit card has been selected for a reward. Pay a handling fee to claim it.,Fraud
We are calling from a courier company regarding a parcel delivery. Pay customs charges.,Fraud
Your mobile number has been randomly selected for a prize. Confirm your details to claim.,Fraud
We are offering a loan restructuring plan. Confirm your details to reduce EMIs.,Fraud
Your PAN card details need updating. Pay a fee to rectify them.,Fraud
We are calling from a reputed university for admissions. Pay an application fee to proceed.,Fraud
Your bank account has been credited with excess funds. Return them to avoid legal action.,Fraud
We are offering a time-sensitive discount on your credit card bill. Confirm your details.,Fraud
Your mobile number is eligible for an upgrade. Confirm your details to receive it.,Fraud
We are calling from a government scheme for senior citizens. Confirm your details to enroll.,Fraud
Your email account has been hacked. Pay for security services to recover it.,Fraud
We are offering a discounted rate on your health insurance premium. Confirm your details.,Fraud
Your bank account will be closed due to non-compliance. Verify your details to avoid closure.,Fraud
We are calling from a well-known charity. Donate to support a cause.,Fraud
Your online trading account has been compromised. Provide details for recovery.,Fraud
We are offering a vacation package at a discounted rate. Confirm your details to book.,Fraud
Your social media account has been reported for misuse. Pay for account reactivation.,Fraud
We are calling from a university for course enrollment. Pay an application fee to register.,Fraud
Your bank has detected unauthorized transactions. Verify your account details.,Fraud
We are offering a personal loan with minimal documentation. Confirm your details to apply.,Fraud
Your vehicle insurance policy is expiring. Pay a renewal fee to continue coverage.,Fraud
We are offering a special discount on your credit card annual fee. Confirm your details to avail.,Fraud
Your mobile number has been pre-selected for an upgrade to 5G. Verify your details to proceed.,Fraud
We are calling from a reputed airline for a holiday package offer. Pay a booking fee to secure it.,Fraud
Your bank account has been flagged for suspicious activity. Provide details to secure your funds.,Fraud
We are offering a job opportunity abroad. Pay a processing fee to expedite your visa application.,Fraud
Your Aadhar card needs re-verification due to technical issues. Pay a fee to update it instantly.,Fraud
We are calling from the income tax department for overdue tax payments. Pay now to avoid penalties.,Fraud
Your online shopping order is pending. Confirm your payment details to complete the transaction.,Fraud
We are offering a cashback reward on your recent purchases. Confirm your details to claim it.,Fraud
Your mobile network signal strength is low. Pay a fee to improve network coverage in your area.,Fraud
We are calling from a bank regarding a mandatory security update. Verify your account details.,Fraud
Your PAN card has been blocked due to discrepancies. Pay a fee to unblock it immediately.,Fraud
We are offering a government subsidy on LPG cylinders. Confirm your details to avail the subsidy.,Fraud
Your internet connection will be upgraded to high-speed fiber optics. Confirm your details to schedule installation.,Fraud
We are calling from a job consultancy with overseas job opportunities. Pay a registration fee to apply.,Fraud
Your Aadhar card needs mandatory biometric verification. Pay a fee to complete the process.,Fraud
We are offering a discount on your next online shopping order. Confirm your details to apply the discount.,Fraud
Your bank account is eligible for a loyalty reward bonus. Confirm your details to claim the bonus.,Fraud
We are calling from a reputed insurance company offering a special discount on life insurance policies. Confirm your details to proceed.,Fraud
Your credit score is low. Pay a fee to improve it instantly with our services.,Fraud
We are offering a scholarship for deserving students. Pay an application fee to apply for the scholarship.,Fraud
Your mobile number has been selected for a free trial of a premium mobile service. Confirm your details to activate the trial.,Fraud
We are calling from a courier company regarding a parcel awaiting delivery. Pay customs clearance charges to receive it.,Fraud
" Hello, this is your bank calling We've detected some suspicious activity on your account",Fraud
" Congratulations! You've won a lottery, but to claim your prize, we need your bank details",Fraud
" We're calling from the Income Tax Department You have unpaid taxes, and immediate payment is required",Fraud
" Your Aadhaar card needs to be updated, please provide your details over the phone",Fraud
 We're offering a special investment opportunity with guaranteed high returns,Fraud
 Your account has been hacked Please provide your login credentials for security verification,Fraud
" Your credit card has been blocked To unblock it, we need your card number and PIN",Fraud
 We're calling from the bank to offer you a pre-approved loan at a low interest rate,Fraud
 Your KYC documents need to be re-verified Please share them with us for verification,Fraud
 You've won a free trip! Just provide your credit card details to cover the processing fees,Fraud
" We're calling from a government scheme offering subsidies To enroll, provide your bank details",Fraud
 Your account has been frozen due to suspicious activity We need your account details to unlock it,Fraud
" We're calling from a charity organization To donate, please provide your credit card information",Fraud
" Your ATM card has been deactivated To reactivate, please provide your card number and PIN",Fraud
 You're eligible for a cashback offer on your credit card Please confirm your card details,Fraud
 We're calling from the bank's fraud department We need your account details to verify your identity,Fraud
" Your SIM card is about to expire To avoid disconnection, provide your personal details",Fraud
 We're conducting a survey on behalf of your bank Please provide your account details for verification,Fraud
" You've won a government grant To claim, please share your bank account details",Fraud
 Your account has been selected for a loyalty reward Kindly confirm your account details,Fraud
 We're calling from the insurance company to offer you a better policy Please provide your details,Fraud
 You've been overcharged on your recent transactions We need your card details for a refund,Fraud
" Your account has been credited with excess funds To return them, provide your bank details",Fraud
" We're calling from a telecom company To avail of a discount, please provide your details",Fraud
" Your PAN card has been blocked To unblock it, we need your personal information",Fraud
 You're eligible for a special discount on your utility bills Please confirm your details,Fraud
 We're calling from the RBI to offer you a government loan Please provide your details,Fraud
 Your account has been suspended due to non-compliance We need your details to reactivate,Fraud
 You've been selected for a free health insurance scheme Kindly provide your information,Fraud
" We're calling from the stock market To invest, please provide your bank details",Fraud
" Your account has been upgraded To activate the new features, we need your details",Fraud
 We're conducting a survey on behalf of the telecom authority Please provide your details,Fraud
 Your account has been compromised We need your details to secure it,Fraud
" You've won a shopping voucher! To claim, please provide your credit card information",Fraud
 We're offering a discount on your outstanding loans Please confirm your details,Fraud
 Your account has been marked for suspicious activity We need your details for verification,Fraud
 We're calling from the government's subsidy program Please provide your bank details,Fraud
" Your account has been credited with an extra bonus To claim, provide your details",Fraud
" You've qualified for a scholarship To receive it, please provide your bank information",Fraud
" We're calling from the credit bureau To improve your score, provide your details",Fraud
 Your account has been chosen for a special promotion Please confirm your details,Fraud
" We're calling from a job portal To update your profile, provide your details",Fraud
 Your account has been blocked due to non-payment We need your details to unblock,Fraud
 You've been overcharged on your bills Please provide your card details for a refund,Fraud
" We're calling from the finance ministry To claim a tax refund, provide your details",Fraud
 Your account has been flagged for security reasons We need your details to resolve,Fraud
 We're offering a discount on your credit card bills Please confirm your details,Fraud
 Your account has been chosen for a special prize Please provide your details,Fraud
" We're calling from a loan agency To process your application, provide your details",Fraud
 Your account has been locked due to suspicious activity We need your details to unlock,Fraud
 This is the police department Your identity has been compromised Provide your personal details for verification,Fraud
" We're calling from the courier service Your package is stuck at customs To release it, provide your personal information",Fraud
 Your bank account is at risk of being closed Please provide your account details to prevent this,Fraud
 We're calling from the government You've been selected for a subsidy program Provide your bank details to receive benefits,Fraud
 Your account has been flagged for money laundering We need your details for investigation purposes,Fraud
" Your SIM card has been deactivated To reactivate it, provide your personal information",Fraud
 We're offering a limited-time discount on insurance premiums Provide your personal details to enroll,Fraud
 Your account has been compromised by hackers Provide your details to secure it,Fraud
" We're calling from the electricity board To avoid disconnection, provide your personal details",Fraud
 Your account has been credited with a refund Provide your details to claim it,Fraud
 Congratulations! You've been selected for a free health check-up Provide your details to book an appointment,Fraud
 Your account has been locked due to suspicious activity Provide your details to unlock it,Fraud
 We're calling from the scholarship board Provide your details to receive a scholarship,Fraud
 Your account has been hacked Provide your details to recover it,Fraud
 We're offering a special discount on home loans Provide your details to apply,Fraud
 Your account has been blocked due to a security breach Provide your details to unblock it,Fraud
 We're calling from the insurance company Provide your details to renew your policy,Fraud
 Your account has been suspended due to non-payment Provide your details to reinstate it,Fraud
 We're offering a loyalty bonus on your credit card Provide your details to claim it,Fraud
 Your account has been selected for a cashback offer Provide your details to avail of it,Fraud
 We're calling from the scholarship program Provide your details to apply,Fraud
 Your account has been flagged for fraudulent activity Provide your details to resolve the issue,Fraud
 We're offering a discount on your gas bill Provide your details to avail of it,Fraud
 Your account has been compromised by scammers Provide your details to secure it,Fraud
 We're calling from the government grant department Provide your details to claim a grant,Fraud
 Your account has been marked for an upgrade Provide your details to proceed,Fraud
 We're offering a limited-time offer on mobile recharge Provide your details to avail of it,Fraud
 Your account has been accessed from a suspicious location Provide your details to secure it,Fraud
 We're calling from the scholarship board Provide your details to check eligibility,Fraud
 Your account has been chosen for a prize draw Provide your details to enter,Fraud
 We're offering a discount on your internet bill Provide your details to claim it,Fraud
 Your account has been compromised by identity thieves Provide your details to secure it,Fraud
 We're calling from the tax department Provide your details to claim a refund,Fraud
 Your account has been blocked due to a security threat Provide your details to unblock it,Fraud
 We're offering a bonus on your credit card points Provide your details to claim it,Fraud
 Your account has been selected for a special promotion Provide your details to avail of it,Fraud
 We're calling from the scholarship program Provide your details to enroll,Fraud
 Your account has been flagged for unusual activity Provide your details to resolve it,Fraud
 We're offering a discount on your phone bill Provide your details to avail of it,Fraud
 Your account has been compromised by cybercriminals Provide your details to secure it,Fraud
 We're calling from the government subsidy scheme Provide your details to claim benefits,Fraud
 Your account has been chosen for a reward Provide your details to claim it,Fraud
 We're offering a limited-time offer on electricity bills Provide your details to claim it,Fraud
 Your account has been accessed without authorization Provide your details to secure it,Fraud
 We're calling from the scholarship board Provide your details to apply for a scholarship,Fraud
 Your account has been marked for an upgrade Provide your details to unlock new features,Fraud
 We're offering a discount on your water bill Provide your details to claim it,Fraud
 Your account has been compromised by fraudsters Provide your details to secure it,Fraud
 We're calling from the government grant program Provide your details to receive a grant,Fraud
 Your account has been selected for a prize Provide your details to claim it,Fraud
 We're calling from the bank's security team Provide your details to update your account security,Fraud
 Your account has been suspended due to suspicious transactions Provide your details to resolve the issue,Fraud
 We're offering a discount on your insurance premium Provide your details to avail of it,Fraud
 Your account has been targeted by hackers Provide your details to secure it,Fraud
 We're calling from the scholarship program Provide your details to check application status,Fraud
 Your account has been flagged for unusual spending Provide your details to verify transactions,Fraud
 We're offering a bonus on your credit card rewards points Provide your details to claim it,Fraud
 Your account has been compromised by unauthorized access Provide your details to secure it,Fraud
 We're calling from the government subsidy department Provide your details to claim subsidies,Fraud
 Your account has been selected for a loyalty program Provide your details to enroll,Fraud
 We're offering a limited-time offer on gas bills Provide your details to claim it,Fraud
 Your account has been targeted by identity thieves Provide your details to secure it,Fraud
 We're calling from the scholarship board Provide your details to inquire about eligibility,Fraud
 Your account has been marked for a security upgrade Provide your details to implement it,Fraud
 We're offering a discount on your mobile recharge Provide your details to avail of it,Fraud
 Your account has been compromised by online scammers Provide your details to secure it,Fraud
 We're calling from the government grant department Provide your details to claim grants,Fraud
 Your account has been chosen for a promotional offer Provide your details to claim it,Fraud
 We're offering a bonus on your credit card cashback Provide your details to claim it,Fraud
 Your account has been flagged for suspicious activity Provide your details to verify transactions,Fraud
 We're calling from the scholarship program Provide your details to renew your application,Fraud
 Your account has been targeted by cybercriminals Provide your details to secure it,Fraud
 We're offering a discount on your electricity bill Provide your details to claim it,Fraud
 Your account has been compromised by fraudsters Provide your details to prevent losses,Fraud
 We're calling from the government subsidy scheme Provide your details to receive benefits,Fraud
 Your account has been selected for a special reward Provide your details to claim it,Fraud
 We're offering a limited-time offer on water bills Provide your details to claim it,Fraud
 Your account has been flagged for unusual behavior Provide your details to verify transactions,Fraud
 We're calling from the scholarship board Provide your details to update your application,Fraud
 Your account has been marked for a security check Provide your details to verify identity,Fraud
 We're offering a discount on your broadband bill Provide your details to claim it,Fraud
 Your account has been targeted by scammers Provide your details to prevent fraud,Fraud
 We're calling from the government grant program Provide your details to apply for grants,Fraud
 Your account has been selected for a prize draw Provide your details to enter,Fraud
 We're offering a bonus on your credit card purchases Provide your details to claim it,Fraud
 Your account has been flagged for potential risks Provide your details to verify transactions,Fraud
 We're calling from the scholarship program Provide your details to complete your application,Fraud
 Your account has been marked for a security update Provide your details to implement it,Fraud
 We're offering a discount on your internet subscription Provide your details to claim it,Fraud
 Your account has been targeted by hackers Provide your details to prevent unauthorized access,Fraud
 We're calling from the government subsidy department Provide your details to receive subsidies,Fraud
 Your account has been selected for a promotional offer Provide your details to avail of it,Fraud
 We're offering a bonus on your credit card transactions Provide your details to claim it,Fraud
 Your account has been flagged for suspicious transactions Provide your details to verify them,Fraud
 We're calling from the scholarship board Provide your details to check application status,Fraud
 Your account has been marked for a security check Provide your details to verify identity,Fraud
 We're offering a discount on your utility bills Provide your details to claim it,Fraud
 Your account has been targeted by scammers Provide your details to prevent fraud,Fraud
 We're calling from the government grant program Provide your details to apply for grants,Fraud
 Your account has been selected for a prize draw Provide your details to enter,Fraud
 We're calling from the bank's security department Provide your details to update your account information,Fraud
 Your account has been temporarily locked for security reasons Provide your details to unlock it,Fraud
 We're offering a special discount on your mortgage interest rates Provide your details to avail of it,Fraud
 Your account has been compromised Provide your details to prevent further unauthorized transactions,Fraud
 We're calling from the scholarship program Provide your details to inquire about application status,Fraud
 Your account has been flagged for potential fraudulent activity Provide your details to verify transactions,Fraud
 We're offering a bonus on your credit card balance transfer Provide your details to claim the offer,Fraud
 Your account has been compromised by online hackers Provide your details to secure it,Fraud
 We're calling from the government subsidy department Provide your details to receive financial assistance,Fraud
 Your account has been selected for a cash prize Provide your details to claim the reward,Fraud
 We're offering a limited-time discount on your insurance premiums Provide your details to avail of it,Fraud
 Your account has been targeted by identity thieves Provide your details to safeguard against fraud,Fraud
 We're calling from the scholarship board Provide your details to check eligibility criteria,Fraud
 Your account has been flagged for unusual spending patterns Provide your details to verify transactions,Fraud
 We're offering a bonus on your credit card rewards redemption Provide your details to claim it,Fraud
 Your account has been compromised by online scammers Provide your details to enhance security,Fraud
 We're calling from the government grant scheme Provide your details to receive financial support,Fraud
 Your account has been selected for a loyalty program Provide your details to enroll in the program,Fraud
 We're offering a discount on your mobile data plan Provide your details to avail of the offer,Fraud
 Your account has been targeted by cybercriminals Provide your details to prevent unauthorized access,Fraud
 We're calling from the scholarship program Provide your details to renew your scholarship application,Fraud
 Your account has been marked for a security enhancement Provide your details to implement it,Fraud
 We're offering a limited-time offer on your electricity bill Provide your details to claim the discount,Fraud
 Your account has been flagged for suspicious activity Provide your details to verify recent transactions,Fraud
 We're calling from the government subsidy department Provide your details to receive government benefits,Fraud
 Your account has been selected for a special reward Provide your details to claim the incentive,Fraud
 We're offering a bonus on your credit card cashback Provide your details to claim the bonus,Fraud
 Your account has been compromised by unauthorized access Provide your details to secure it,Fraud
 We're calling from the scholarship board Provide your details to inquire about application status,Fraud
 Your account has been marked for a security check Provide your details to verify your identity,Fraud
 We're offering a discount on your broadband subscription Provide your details to claim the offer,Fraud
 Your account has been targeted by scammers Provide your details to safeguard against fraud,Fraud
 We're calling from the government grant program Provide your details to apply for grants,Fraud
 Your account has been selected for a prize draw Provide your details to enter the competition,Fraud
 We're offering a bonus on your credit card purchases Provide your details to claim the bonus,Fraud
 Your account has been flagged for potential risks Provide your details to verify recent transactions,Fraud
 We're calling from the scholarship program Provide your details to complete your application,Fraud
 Your account has been marked for a security update Provide your details to implement it,Fraud
 We're offering a discount on your internet subscription Provide your details to claim the offer,Fraud
 Your account has been targeted by hackers Provide your details to prevent unauthorized access,Fraud
 We're calling from the government subsidy department Provide your details to receive financial assistance,Fraud
 Your account has been selected for a promotional offer Provide your details to avail of it,Fraud
 We're offering a bonus on your credit card transactions Provide your details to claim the bonus,Fraud
 Your account has been flagged for suspicious transactions Provide your details to verify them,Fraud
 We're calling from the scholarship board Provide your details to check application status,Fraud
 Your account has been marked for a security check Provide your details to verify your identity,Fraud
 We're offering a discount on your utility bills Provide your details to claim the offer,Fraud
 Your account has been targeted by scammers Provide your details to safeguard against fraud,Fraud
 We're calling from the government grant program Provide your details to apply for grants,Fraud
 Your account has been selected for a prize draw Provide your details to enter the competition,Fraud
" Hello, this is the bank's security team We've noticed unusual activity on your account Please confirm your identity by providing your account number and PIN",Fraud
" Congratulations! You've been chosen for a special offer on investment opportunities To proceed, kindly share your bank details with us",Fraud
" We're calling from the government's tax department You're eligible for a tax refund To claim it, please provide your Aadhaar card number and bank details",Fraud
 Your bank account is at risk of being frozen due to non-compliance with KYC regulations Please provide your personal details for verification,Fraud
" This is an urgent message from your credit card company Your card has been compromised To secure your account, we need your card number and CVV",Fraud
" You've won a free vacation package! To claim it, simply provide your credit card information to cover the processing fee",Fraud
 We're calling from a charity organization Your generous donation is needed urgently Please provide your bank details to contribute,Fraud
" Your mobile number has been selected as the winner of a lottery To claim your prize, share your bank account details with us",Fraud
 This is the bank's fraud detection team Your account has been suspended due to suspicious activity Please provide your account details for verification,Fraud
" We're calling from the insurance company You qualify for a premium discount To proceed, share your policy number and personal information",Fraud
" Your PAN card has been deactivated To reactivate it, we require your personal details including Aadhaar card number and bank account information",Fraud
" Congratulations! You've been pre-approved for a loan with low-interest rates To finalize the process, please provide your financial details",Fraud
 This is an important message from the government You're entitled to receive a subsidy Kindly provide your bank details to claim it,Fraud
 We're calling from the telecom authority Your mobile number is due for verification Please share your personal information for reactivation,Fraud
" Your account has been credited with bonus points To redeem them, we need your credit card details and CVV for verification",Fraud
" Hello, this is your utility provider You're eligible for a discount on your bills To apply, provide your account number and personal information",Fraud
" We're calling from the bank's customer service Your account has been locked To unlock it, please provide your account details for verification",Fraud
" Your email account has been compromised To secure it, we need your email address and password for verification",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim it, share your bank account details and OTP",Fraud
" We're calling from the finance ministry You're eligible for a government grant To receive it, provide your Aadhaar card and bank details",Fraud
" Your social security number has been suspended To reinstate it, please share your personal information including bank details",Fraud
" This is a courtesy call from your credit card provider You've been selected for a credit limit increase To proceed, share your card details",Fraud
" We're calling from the scholarship program You've been awarded a scholarship To accept it, provide your Aadhaar card and bank account details",Fraud
" Your account has been compromised by hackers To secure it, please provide your account credentials and OTP for verification",Fraud
" Hello, this is the bank's loan department You're eligible for a special loan offer To proceed, provide your financial information for verification",Fraud
" We're calling from the income tax department You've defaulted on tax payments To avoid legal action, provide your PAN card and bank details",Fraud
" Congratulations! You're the winner of a luxury car in a lucky draw To claim it, share your personal details and pay the delivery charges",Fraud
" Your account has been selected for a loyalty program To enroll, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, share your account details and OTP",Fraud
" We're calling from the scholarship board You've been selected for a fully-funded educational program To enroll, provide your personal details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, share your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, share your personal details and pay the processing fee",Fraud
" We're calling from the telecom authority Your mobile number is due for re-verification To continue services, provide your personal information",Fraud
" Your account has been flagged for suspicious activity To secure it, share your account details and OTP for verification",Fraud
" This is an important message from your credit card company Your card has been blocked To unblock it, share your card details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, provide your Aadhaar card and bank details",Fraud
